segment_id,segment_name,start_city,end_city,length_km,base_travel_time_minutes,road_type
SEG-000838,Anantapur to Amaravati via Expressway 71,Anantapur,Amaravati,70.68,95,Urban Arterial
SEG-000839,Ozhukarai to Chandrapur via Expressway 23,Ozhukarai,Chandrapur,254.71,431,State Highway
SEG-000840,Kishanganj to Pallavaram via Expressway 41,Kishanganj,Pallavaram,54.1,44,Rural Road
SEG-000841,Berhampur to Dharmavaram via State Highway 1,Berhampur,Dharmavaram,256.62,240,Urban Arterial
SEG-000842,Baranagar to Cuttack via Expressway 69,Baranagar,Cuttack,421.03,408,State Highway
SEG-000843,Rajkot to Dhanbad via Urban Arterial 77,Rajkot,Dhanbad,448.73,406,Highway
SEG-000844,Shivpuri to Phagwara via Rural Road 13,Shivpuri,Phagwara,138.27,115,Highway
SEG-000845,Panihati to Jamalpur via Highway 39,Panihati,Jamalpur,109.52,74,State Highway
SEG-000846,Guwahati to Danapur via Urban Arterial 71,Guwahati,Danapur,66.76,46,Rural Road
SEG-000847,Jamnagar to Vellore via Expressway 23,Jamnagar,Vellore,35.92,47,Rural Road
SEG-000848,Berhampur to Sikar via Highway 91,Berhampur,Sikar,24.56,36,Highway
SEG-000849,Latur to Ramagundam via Expressway 92,Latur,Ramagundam,105.4,108,State Highway
SEG-000850,Ahmednagar to Tenali via Expressway 87,Ahmednagar,Tenali,89.41,148,Expressway
SEG-000851,Maheshtala to Belgaum via Highway 97,Maheshtala,Belgaum,126.19,102,Rural Road
SEG-000852,Ongole to Kolkata via State Highway 98,Ongole,Kolkata,66.82,70,Expressway
SEG-000853,Kolhapur to Aligarh via Expressway 96,Kolhapur,Aligarh,485.38,507,Highway
SEG-000854,Mira-Bhayandar to Anantapur via Expressway 42,Mira-Bhayandar,Anantapur,81.22,81,Expressway
SEG-000855,Rajkot to Bhimavaram via Urban Arterial 43,Rajkot,Bhimavaram,413.38,293,State Highway
SEG-000856,Nizamabad to Aligarh via Expressway 47,Nizamabad,Aligarh,82.43,96,Rural Road
SEG-000857,Bhiwandi to Ramgarh via Highway 63,Bhiwandi,Ramgarh,491.64,600,Expressway
SEG-000858,Raurkela Industrial Township to Bharatpur via Expressway 78,Raurkela Industrial Township,Bharatpur,392.79,310,Urban Arterial
SEG-000859,Bhilai to Dindigul via State Highway 15,Bhilai,Dindigul,486.94,325,Highway
SEG-000860,Gangtok to Ozhukarai via State Highway 18,Gangtok,Ozhukarai,492.49,600,Urban Arterial
SEG-000861,Kishanganj to Munger via Highway 41,Kishanganj,Munger,223.73,183,Urban Arterial
SEG-000862,Guntakal to Ramagundam via Urban Arterial 41,Guntakal,Ramagundam,194.15,214,Urban Arterial
SEG-000863,Sangli-Miraj & Kupwad to Buxar via Expressway 91,Sangli-Miraj & Kupwad,Buxar,201.64,344,State Highway
SEG-000864,Machilipatnam to Mau via Expressway 55,Machilipatnam,Mau,252.04,365,Urban Arterial
SEG-000865,Pimpri-Chinchwad to South Dumdum via State Highway 50,Pimpri-Chinchwad,South Dumdum,331.22,396,Expressway
SEG-000866,Chandigarh to Mathura via Expressway 53,Chandigarh,Mathura,211.44,173,Urban Arterial
SEG-000867,Bulandshahr to Aurangabad via Expressway 32,Bulandshahr,Aurangabad,104.5,116,Urban Arterial
SEG-000868,Delhi to Buxar via Rural Road 85,Delhi,Buxar,428.59,404,Rural Road
SEG-000869,Shahjahanpur to Rourkela via Urban Arterial 41,Shahjahanpur,Rourkela,473.86,362,Rural Road
SEG-000870,Rewa to Raiganj via Rural Road 17,Rewa,Raiganj,434.09,343,Rural Road
SEG-000871,Chapra to Jodhpur via Rural Road 64,Chapra,Jodhpur,203.58,333,Rural Road
SEG-000872,Sasaram to Hosur via Expressway 89,Sasaram,Hosur,398.54,493,Rural Road
SEG-000873,Ongole to Saharsa via Rural Road 35,Ongole,Saharsa,147.17,113,State Highway
SEG-000874,Pune to Udaipur via Expressway 2,Pune,Udaipur,132.84,132,Expressway
SEG-000875,Ongole to Sultan Pur Majra via Rural Road 66,Ongole,Sultan Pur Majra,111.13,104,Urban Arterial
SEG-000876,Jamalpur to Tezpur via Rural Road 36,Jamalpur,Tezpur,208.35,258,State Highway
SEG-000877,Bahraich to Bathinda via State Highway 52,Bahraich,Bathinda,25.19,17,Highway
SEG-000878,Sagar to Munger via Urban Arterial 15,Sagar,Munger,365.5,597,Highway
SEG-000879,Farrukhabad to Aligarh via Urban Arterial 66,Farrukhabad,Aligarh,70.01,59,Expressway
SEG-000880,Kolhapur to Sambalpur via State Highway 95,Kolhapur,Sambalpur,397.29,308,Highway
SEG-000881,Barasat to Bhiwani via State Highway 92,Barasat,Bhiwani,44.76,58,Rural Road
SEG-000882,Meerut to Vasai-Virar via Rural Road 4,Meerut,Vasai-Virar,447.43,600,State Highway
SEG-000883,Ongole to Panipat via Rural Road 43,Ongole,Panipat,468.59,335,Rural Road
SEG-000884,Chittoor to Tadepalligudem via Rural Road 36,Chittoor,Tadepalligudem,461.99,309,Highway
SEG-000885,Bhavnagar to Alwar via Urban Arterial 92,Bhavnagar,Alwar,210.03,157,Expressway
SEG-000886,Karawal Nagar to Kolkata via State Highway 1,Karawal Nagar,Kolkata,13.87,11,Rural Road
SEG-000887,Muzaffarpur to Amravati via Urban Arterial 42,Muzaffarpur,Amravati,177.04,182,State Highway
SEG-000888,Kishanganj to Srikakulam via Highway 77,Kishanganj,Srikakulam,217.3,378,Highway
SEG-000889,Sagar to Kharagpur via Rural Road 23,Sagar,Kharagpur,459.51,491,Urban Arterial
SEG-000890,Mangalore to Kumbakonam via Expressway 60,Mangalore,Kumbakonam,252.62,325,Highway
SEG-000891,Sasaram to Burhanpur via Expressway 80,Sasaram,Burhanpur,123.14,83,Highway
SEG-000892,Bhalswa Jahangir Pur to Dindigul via Expressway 20,Bhalswa Jahangir Pur,Dindigul,257.38,211,State Highway
SEG-000893,Bijapur to Kirari Suleman Nagar via Urban Arterial 23,Bijapur,Kirari Suleman Nagar,18.26,31,Expressway
SEG-000894,Silchar to Guntakal via Urban Arterial 21,Silchar,Guntakal,336.85,393,Expressway
SEG-000895,Kottayam to Maheshtala via State Highway 69,Kottayam,Maheshtala,125.78,98,Highway
SEG-000896,Solapur to Raiganj via Rural Road 25,Solapur,Raiganj,156.54,113,Highway
SEG-000897,Bhilai to Agartala via Urban Arterial 51,Bhilai,Agartala,236.16,318,Highway
SEG-000898,Silchar to Kumbakonam via Urban Arterial 99,Silchar,Kumbakonam,51.13,62,State Highway
SEG-000899,Ahmedabad to Bilaspur via Expressway 21,Ahmedabad,Bilaspur,36.89,32,Expressway
SEG-000900,Shahjahanpur to Mau via Expressway 88,Shahjahanpur,Mau,84.73,104,Expressway
SEG-000901,Bettiah to Vijayanagaram via Urban Arterial 47,Bettiah,Vijayanagaram,317.04,252,Highway
SEG-000902,Hospet to Ongole via Highway 14,Hospet,Ongole,308.59,562,Urban Arterial
SEG-000903,Faridabad to Rampur via Expressway 56,Faridabad,Rampur,154.89,177,Highway
SEG-000904,Dindigul to Surat via Expressway 9,Dindigul,Surat,246.4,192,Urban Arterial
SEG-000905,Chapra to Shahjahanpur via Rural Road 84,Chapra,Shahjahanpur,331.5,232,Urban Arterial
SEG-000906,Orai to Durg via Highway 47,Orai,Durg,379.11,369,Urban Arterial
SEG-000907,Arrah to Jaunpur via Urban Arterial 38,Arrah,Jaunpur,471.23,432,Rural Road
SEG-000908,Jammu to Mira-Bhayandar via Expressway 53,Jammu,Mira-Bhayandar,459.31,600,Expressway
SEG-000909,Sagar to Siwan via Expressway 99,Sagar,Siwan,281.86,210,Rural Road
SEG-000910,Tezpur to Maheshtala via Urban Arterial 45,Tezpur,Maheshtala,356.97,572,Rural Road
SEG-000911,Siliguri to Kurnool via Urban Arterial 5,Siliguri,Kurnool,389.1,434,State Highway
SEG-000912,Tenali to Chennai via Highway 90,Tenali,Chennai,86.63,62,Urban Arterial
SEG-000913,Warangal to Varanasi via Rural Road 73,Warangal,Varanasi,368.01,365,Expressway
SEG-000914,Srikakulam to Sirsa via Expressway 52,Srikakulam,Sirsa,470.14,372,Urban Arterial
SEG-000915,Bhatpara to Nanded via Highway 75,Bhatpara,Nanded,174.61,159,Highway
SEG-000916,Tiruvottiyur to Arrah via Expressway 67,Tiruvottiyur,Arrah,499.88,600,Urban Arterial
SEG-000917,Firozabad to Pondicherry via Highway 39,Firozabad,Pondicherry,181.41,290,Urban Arterial
SEG-000918,Loni to Udaipur via Expressway 17,Loni,Udaipur,215.48,222,Expressway
SEG-000919,Pudukkottai to Mathura via State Highway 37,Pudukkottai,Mathura,455.71,600,State Highway
SEG-000920,North Dumdum to Jorhat via Highway 65,North Dumdum,Jorhat,219.36,236,Urban Arterial
SEG-000921,Bhimavaram to Parbhani via Highway 76,Bhimavaram,Parbhani,235.35,285,Highway
SEG-000922,Surendranagar Dudhrej to Kollam via State Highway 78,Surendranagar Dudhrej,Kollam,144.57,244,Rural Road
SEG-000923,Kolkata to Kanpur via Highway 36,Kolkata,Kanpur,286.01,390,State Highway
SEG-000924,Bettiah to Ambarnath via Highway 80,Bettiah,Ambarnath,247.86,439,Expressway
SEG-000925,Bhiwandi to Yamunanagar via Expressway 78,Bhiwandi,Yamunanagar,394.65,527,Rural Road
SEG-000926,Farrukhabad to Latur via State Highway 55,Farrukhabad,Latur,191.26,244,State Highway
SEG-000927,Narasaraopet to Noida via Expressway 54,Narasaraopet,Noida,99.08,102,Rural Road
SEG-000928,Suryapet to Gandhidham via State Highway 32,Suryapet,Gandhidham,380.99,256,Expressway
SEG-000929,Munger to Guwahati via State Highway 11,Munger,Guwahati,209.99,291,Rural Road
SEG-000930,Jammu to Nashik via Rural Road 26,Jammu,Nashik,361.84,446,Highway
SEG-000931,Jhansi to Guwahati via Highway 47,Jhansi,Guwahati,135.86,114,Highway
SEG-000932,Avadi to Thane via Urban Arterial 83,Avadi,Thane,181.48,130,Expressway
SEG-000933,Kumbakonam to Kishanganj via Expressway 18,Kumbakonam,Kishanganj,98.93,107,Urban Arterial
SEG-000934,Jammu to Katni via State Highway 53,Jammu,Katni,243.71,271,State Highway
SEG-000935,Kamarhati to Jhansi via State Highway 33,Kamarhati,Jhansi,66.91,56,State Highway
SEG-000936,Raurkela Industrial Township to Nizamabad via State Highway 60,Raurkela Industrial Township,Nizamabad,77.0,58,State Highway
SEG-000937,Haldia to Udaipur via Rural Road 48,Haldia,Udaipur,327.45,225,Expressway
SEG-000938,Siwan to Dindigul via Rural Road 73,Siwan,Dindigul,326.55,480,Rural Road
SEG-000939,Haridwar to Bulandshahr via Highway 67,Haridwar,Bulandshahr,285.96,424,Expressway
SEG-000940,Siwan to Rajkot via Expressway 18,Siwan,Rajkot,43.79,58,Highway
SEG-000941,Vellore to Bhilwara via Rural Road 31,Vellore,Bhilwara,84.95,115,Expressway
SEG-000942,Madanapalle to Bharatpur via State Highway 49,Madanapalle,Bharatpur,405.62,301,Rural Road
SEG-000943,Jalna to Kolhapur via Rural Road 71,Jalna,Kolhapur,381.06,600,Rural Road
SEG-000944,Farrukhabad to Silchar via Urban Arterial 35,Farrukhabad,Silchar,363.23,421,State Highway
SEG-000945,Khora  to Shimoga via Highway 2,Khora ,Shimoga,460.58,326,Urban Arterial
SEG-000946,Gopalpur to Alwar via Highway 12,Gopalpur,Alwar,193.38,239,Urban Arterial
SEG-000947,Jamalpur to Sri Ganganagar via Expressway 89,Jamalpur,Sri Ganganagar,441.84,337,Rural Road
SEG-000948,Agartala to Nadiad via Highway 27,Agartala,Nadiad,385.59,600,Urban Arterial
SEG-000949,Bulandshahr to Raichur via Rural Road 71,Bulandshahr,Raichur,376.35,328,Expressway
SEG-000950,Rohtak to Imphal via Urban Arterial 32,Rohtak,Imphal,48.24,82,Rural Road
SEG-000951,Bhubaneswar to Gandhidham via Expressway 9,Bhubaneswar,Gandhidham,38.91,32,Rural Road
SEG-000952,Indore to Gorakhpur via Rural Road 72,Indore,Gorakhpur,368.63,255,Rural Road
SEG-000953,Erode to Morbi via Urban Arterial 8,Erode,Morbi,194.5,139,Highway
SEG-000954,Satna to Kozhikode via Highway 23,Satna,Kozhikode,173.1,170,Urban Arterial
SEG-000955,Nangloi Jat to Pondicherry via Rural Road 25,Nangloi Jat,Pondicherry,334.54,355,Expressway
SEG-000956,Nandyal to Hyderabad via Urban Arterial 55,Nandyal,Hyderabad,389.86,270,Rural Road
SEG-000957,Guntakal to Bihar Sharif via Expressway 69,Guntakal,Bihar Sharif,300.63,265,Highway
SEG-000958,Berhampur to Bhopal via State Highway 78,Berhampur,Bhopal,18.35,16,Rural Road
SEG-000959,Guna to Singrauli via Expressway 74,Guna,Singrauli,426.19,301,State Highway
SEG-000960,Tenali to Haridwar via Expressway 81,Tenali,Haridwar,165.32,117,State Highway
SEG-000961,Raipur to Bahraich via State Highway 10,Raipur,Bahraich,165.56,111,Highway
SEG-000962,Sri Ganganagar to Dehri via Rural Road 39,Sri Ganganagar,Dehri,399.63,427,Urban Arterial
SEG-000963,Lucknow to Pudukkottai via Urban Arterial 34,Lucknow,Pudukkottai,471.69,600,Urban Arterial
SEG-000964,Amaravati to Rohtak via Highway 97,Amaravati,Rohtak,231.22,458,Highway
SEG-000965,Naihati to Ujjain via Urban Arterial 31,Naihati,Ujjain,225.25,304,Rural Road
SEG-000966,Jammu to Bhalswa Jahangir Pur via Expressway 79,Jammu,Bhalswa Jahangir Pur,125.3,205,Highway
SEG-000967,Jamnagar to Bhagalpur via Rural Road 68,Jamnagar,Bhagalpur,374.87,258,Highway
SEG-000968,Bareilly to Kozhikode via Expressway 7,Bareilly,Kozhikode,13.53,9,State Highway
SEG-000969,Hospet to Howrah via Rural Road 62,Hospet,Howrah,242.21,177,State Highway
SEG-000970,Alappuzha to Chandrapur via Rural Road 46,Alappuzha,Chandrapur,259.45,274,Rural Road
SEG-000971,Bettiah to Medininagar via Expressway 74,Bettiah,Medininagar,35.99,51,Highway
SEG-000972,Gopalpur to Latur via Expressway 61,Gopalpur,Latur,213.69,230,Urban Arterial
SEG-000973,Bhavnagar to Thoothukudi via State Highway 87,Bhavnagar,Thoothukudi,255.41,194,Expressway
SEG-000974,Korba to Gaya via Rural Road 86,Korba,Gaya,311.25,376,Urban Arterial
SEG-000975,Munger to Raichur via Urban Arterial 52,Munger,Raichur,460.33,600,Rural Road
SEG-000976,Jhansi to Hosur via Highway 78,Jhansi,Hosur,302.24,229,Expressway
SEG-000977,Gudivada to Tirunelveli via Rural Road 85,Gudivada,Tirunelveli,237.76,179,Urban Arterial
SEG-000978,Panchkula to North Dumdum via State Highway 98,Panchkula,North Dumdum,101.34,161,Urban Arterial
SEG-000979,Thoothukudi to Ambattur via Rural Road 32,Thoothukudi,Ambattur,163.23,122,State Highway
SEG-000980,Aizawl to Durg via Rural Road 1,Aizawl,Durg,205.63,348,Rural Road
SEG-000981,Bhimavaram to Madanapalle via Highway 28,Bhimavaram,Madanapalle,428.93,331,Rural Road
SEG-000982,Vijayawada to Dehri via Urban Arterial 84,Vijayawada,Dehri,269.39,430,Rural Road
SEG-000983,Shivpuri to Unnao via Expressway 55,Shivpuri,Unnao,203.61,191,Urban Arterial
SEG-000984,Vijayanagaram to Kakinada via Highway 92,Vijayanagaram,Kakinada,317.42,215,Expressway
SEG-000985,Imphal to Thanjavur via State Highway 50,Imphal,Thanjavur,455.4,323,Expressway
SEG-000986,Pali to Ambala via Expressway 7,Pali,Ambala,403.48,600,Expressway
SEG-000987,Alwar to Karaikudi via Expressway 25,Alwar,Karaikudi,332.59,576,Rural Road
SEG-000988,Singrauli to Kirari Suleman Nagar via Rural Road 69,Singrauli,Kirari Suleman Nagar,415.47,530,Urban Arterial
SEG-000989,Shivpuri to Khammam via Expressway 29,Shivpuri,Khammam,337.58,255,State Highway
SEG-000990,Etawah to Mira-Bhayandar via Expressway 50,Etawah,Mira-Bhayandar,440.57,307,Highway
SEG-000991,Katihar to Dehradun via Urban Arterial 29,Katihar,Dehradun,149.05,142,State Highway
SEG-000992,Ajmer to Kollam via Expressway 24,Ajmer,Kollam,378.61,600,Rural Road
SEG-000993,Muzaffarpur to Moradabad via Expressway 5,Muzaffarpur,Moradabad,145.73,123,State Highway
SEG-000994,Pondicherry to Malegaon via Urban Arterial 89,Pondicherry,Malegaon,55.92,46,Highway
SEG-000995,Adoni to Moradabad via Urban Arterial 17,Adoni,Moradabad,440.9,364,State Highway
SEG-000996,Sambalpur to Ballia via Urban Arterial 1,Sambalpur,Ballia,316.69,438,Rural Road
SEG-000997,Durgapur to Chinsurah via Urban Arterial 87,Durgapur,Chinsurah,223.99,188,Expressway
SEG-000998,Mahbubnagar to Baranagar via State Highway 96,Mahbubnagar,Baranagar,264.49,220,State Highway
SEG-000999,Akola to Aurangabad via Rural Road 77,Akola,Aurangabad,5.41,5,Urban Arterial
SEG-001000,Raebareli to Panihati via State Highway 32,Raebareli,Panihati,118.1,89,Highway
SEG-001001,Kakinada to Chennai via State Highway 60,Kakinada,Chennai,369.07,600,State Highway
SEG-001002,Khandwa to Nagercoil via Expressway 47,Khandwa,Nagercoil,336.48,236,Rural Road
SEG-001003,Meerut to Nagpur via Rural Road 77,Meerut,Nagpur,7.79,9,Expressway
SEG-001004,Jamshedpur to Sangli-Miraj & Kupwad via Rural Road 98,Jamshedpur,Sangli-Miraj & Kupwad,225.71,185,Expressway
SEG-001005,Dhanbad to Karawal Nagar via State Highway 53,Dhanbad,Karawal Nagar,15.51,10,Rural Road
SEG-001006,Rohtak to Jalandhar via Urban Arterial 15,Rohtak,Jalandhar,420.17,461,State Highway
SEG-001007,Agartala to Bareilly via Highway 8,Agartala,Bareilly,392.04,432,Rural Road
SEG-001008,Vasai-Virar to Motihari via State Highway 6,Vasai-Virar,Motihari,450.47,600,Highway
SEG-001009,Chittoor to Bareilly via State Highway 4,Chittoor,Bareilly,152.51,101,Rural Road
SEG-001010,Muzaffarpur to Gaya via Highway 25,Muzaffarpur,Gaya,70.92,69,Highway
SEG-001011,Lucknow to Srinagar via Rural Road 86,Lucknow,Srinagar,148.76,126,State Highway
SEG-001012,Gopalpur to Baranagar via State Highway 77,Gopalpur,Baranagar,498.14,532,Expressway
SEG-001013,Belgaum to Bahraich via Rural Road 51,Belgaum,Bahraich,223.6,189,Expressway
SEG-001014,Durgapur to Loni via Highway 7,Durgapur,Loni,335.25,231,Expressway
SEG-001015,Haldia to Jabalpur via Highway 67,Haldia,Jabalpur,402.07,300,State Highway
SEG-001016,Ichalkaranji to Morena via Urban Arterial 15,Ichalkaranji,Morena,93.61,88,State Highway
SEG-001017,Nangloi Jat to Sambalpur via State Highway 52,Nangloi Jat,Sambalpur,138.29,116,Rural Road
SEG-001018,Munger to Panchkula via State Highway 12,Munger,Panchkula,104.43,107,State Highway
SEG-001019,Rajpur Sonarpur to Phagwara via State Highway 8,Rajpur Sonarpur,Phagwara,343.89,383,Highway
SEG-001020,Salem to Naihati via Expressway 18,Salem,Naihati,491.21,600,Urban Arterial
SEG-001021,Rampur to Kavali via State Highway 2,Rampur,Kavali,260.88,175,Urban Arterial
SEG-001022,Burhanpur to Malda via Expressway 11,Burhanpur,Malda,58.25,79,Urban Arterial
SEG-001023,Begusarai to Indore via Urban Arterial 22,Begusarai,Indore,198.89,353,Urban Arterial
SEG-001024,Hospet to Bikaner via State Highway 70,Hospet,Bikaner,400.82,446,Urban Arterial
SEG-001025,Hyderabad to Kumbakonam via Rural Road 67,Hyderabad,Kumbakonam,272.49,298,State Highway
SEG-001026,Alwar to Bulandshahr via State Highway 3,Alwar,Bulandshahr,309.14,222,Expressway
SEG-001027,Bangalore to Mehsana via State Highway 44,Bangalore,Mehsana,447.3,305,Rural Road
SEG-001028,Amritsar to Aizawl via Rural Road 6,Amritsar,Aizawl,345.23,256,Urban Arterial
SEG-001029,Nellore to Kurnool via Highway 39,Nellore,Kurnool,407.76,509,Expressway
SEG-001030,North Dumdum to Yamunanagar via Highway 4,North Dumdum,Yamunanagar,198.38,360,Rural Road
SEG-001031,Bhopal to Ramgarh via State Highway 68,Bhopal,Ramgarh,322.35,229,Rural Road
SEG-001032,Ratlam to Firozabad via State Highway 71,Ratlam,Firozabad,107.41,87,Highway
SEG-001033,Patna to Sonipat via Expressway 39,Patna,Sonipat,194.36,215,Urban Arterial
SEG-001034,Agra to Jalandhar via Urban Arterial 81,Agra,Jalandhar,417.2,388,Urban Arterial
SEG-001035,Bidar to Avadi via Expressway 56,Bidar,Avadi,190.37,192,Highway
SEG-001036,Nagpur to Bhilwara via Rural Road 82,Nagpur,Bhilwara,178.46,176,Rural Road
SEG-001037,Mahbubnagar to Khammam via Urban Arterial 27,Mahbubnagar,Khammam,476.74,342,Expressway
SEG-001038,Bellary to Katni via Highway 53,Bellary,Katni,477.86,520,Rural Road
SEG-001039,Hospet to Firozabad via Expressway 76,Hospet,Firozabad,14.2,17,Highway
SEG-001040,Hajipur to Bhusawal via Expressway 24,Hajipur,Bhusawal,290.15,231,State Highway
SEG-001041,Bilaspur to Shahjahanpur via Expressway 17,Bilaspur,Shahjahanpur,389.42,313,Rural Road
SEG-001042,Vijayawada to Bokaro via Expressway 84,Vijayawada,Bokaro,387.22,600,State Highway
SEG-001043,Dharmavaram to Barasat via State Highway 89,Dharmavaram,Barasat,465.48,375,State Highway
SEG-001044,Kharagpur to Ambala via State Highway 5,Kharagpur,Ambala,303.51,269,Rural Road
SEG-001045,Dewas to Gandhidham via Urban Arterial 48,Dewas,Gandhidham,62.31,43,Rural Road
SEG-001046,Darbhanga to Indore via State Highway 67,Darbhanga,Indore,94.66,79,Highway
SEG-001047,Munger to Silchar via Highway 40,Munger,Silchar,96.33,98,State Highway
SEG-001048,Nangloi Jat to Bhalswa Jahangir Pur via Expressway 37,Nangloi Jat,Bhalswa Jahangir Pur,80.98,54,Rural Road
SEG-001049,Udupi to Ghaziabad via Rural Road 41,Udupi,Ghaziabad,348.06,489,Expressway
SEG-001050,Srikakulam to Jodhpur via Rural Road 96,Srikakulam,Jodhpur,498.6,404,State Highway
SEG-001051,Sri Ganganagar to Faridabad via Highway 91,Sri Ganganagar,Faridabad,51.87,46,State Highway
SEG-001052,Bathinda to Bikaner via State Highway 14,Bathinda,Bikaner,276.63,403,Rural Road
SEG-001053,Shahjahanpur to South Dumdum via Highway 45,Shahjahanpur,South Dumdum,431.23,496,Highway
SEG-001054,Sultan Pur Majra to Bidar via Expressway 43,Sultan Pur Majra,Bidar,48.26,35,Rural Road
SEG-001055,Rajpur Sonarpur to Jhansi via Rural Road 72,Rajpur Sonarpur,Jhansi,405.68,281,State Highway
SEG-001056,Raiganj to Madurai via Urban Arterial 95,Raiganj,Madurai,284.17,246,State Highway
SEG-001057,Durg to Amroha via Rural Road 74,Durg,Amroha,12.04,12,State Highway
SEG-001058,Hapur to Muzaffarnagar via Rural Road 27,Hapur,Muzaffarnagar,372.19,551,Urban Arterial
